id,fare_amount
0,9.193999999999999
1,8.661000000000005
2,5.607
3,8.765999999999998
4,13.426999999999998
5,8.040000000000003
6,5.576000000000001
7,54.75569999999999
8,12.023
9,6.4190000000000005
10,9.192
11,14.4999
12,5.131000000000001
13,7.566999999999999
14,8.957
15,12.466000000000001
16,5.297999999999999
17,8.862
18,5.564999999999999
19,6.413
20,7.191400000000001
21,8.064999999999994
22,7.010999999999997
23,9.239
24,15.856999999999998
25,6.181
26,26.040999999999986
27,21.484999999999985
28,6.707000000000001
29,12.339000000000004
30,10.644999999999998
31,5.627000000000001
32,5.619000000000001
33,9.568700000000002
34,8.437000000000005
35,6.346999999999998
36,5.373000000000002
37,5.583000000000001
38,8.141000000000002
39,5.414
40,17.096999999999994
41,8.921000000000001
42,17.587000000000007
43,9.963000000000001
44,5.728000000000001
45,10.533999999999999
46,5.643999999999998
47,7.010999999999998
48,5.190000000000002
49,6.075000000000001
50,10.187999999999999
51,13.554299999999996
52,17.798000000000002
53,5.710000000000001
54,7.708000000000001
55,12.527000000000001
56,9.822999999999999
57,10.035
58,11.697000000000001
59,11.820000000000002
60,7.982000000000002
61,9.221000000000002
62,5.183000000000003
63,5.392000000000001
64,6.512
65,6.9510000000000005
66,9.025
67,5.594999999999999
68,5.196000000000001
69,14.416000000000002
70,6.03
71,6.650000000000002
72,9.432000000000002
73,6.3180000000000005
74,9.579000000000002
75,12.393000000000002
76,43.706
77,5.791000000000001
78,5.577999999999999
79,4.437
80,6.483000000000001
81,5.138999999999999
82,7.589000000000002
83,9.407999999999998
84,17.086
85,4.623999999999997
86,6.560299999999997
87,6.152000000000002
88,13.571999999999997
89,8.672000000000002
90,8.935000000000002
91,8.902999999999997
92,6.207999999999998
93,5.870999999999998
94,12.918999999999997
95,13.982999999999999
96,11.574000000000002
97,11.800999999999998
98,8.605000000000004
99,11.435999999999996
100,11.66
101,9.987
102,47.14770000000001
103,7.497399999999998
104,4.728
105,5.998000000000001
106,9.819999999999999
107,8.280000000000003
108,9.675
109,34.70109999999998
110,24.932999999999993
111,17.654999999999987
112,9.317999999999998
113,11.265999999999996
114,5.8580000000000005
115,5.638999999999998
116,23.168999999999997
117,8.206999999999997
118,6.991000000000001
119,10.076
120,10.931999999999992
121,6.262000000000003
122,8.789
123,7.583000000000002
124,6.716
125,6.010999999999999
126,8.125
127,10.543999999999997
128,6.770999999999999
129,17.298000000000005
130,5.395999999999999
131,4.804999999999999
132,6.001999999999999
133,5.871999999999999
134,6.622000000000001
135,5.537000000000001
136,9.944000000000003
137,8.987000000000005
138,20.71
139,7.875000000000001
140,5.24
141,9.353000000000002
142,7.503999999999999
143,5.294999999999999
144,7.141000000000003
145,7.083000000000002
146,11.324699999999996
147,8.820000000000006
148,7.812000000000001
149,6.840999999999999
150,8.747000000000007
151,8.781
152,6.962
153,5.128000000000002
154,11.429000000000004
155,7.186000000000002
156,8.248
157,17.835000000000004
158,10.913999999999998
159,7.538
160,11.076000000000006
161,6.969999999999999
162,33.87099999999999
163,18.464999999999996
164,5.466000000000003
165,8.203999999999999
166,4.883999999999998
167,21.814399999999992
168,5.889999999999997
169,7.975999999999998
170,9.101999999999999
171,8.855
172,19.179999999999993
173,7.885599999999999
174,7.189999999999999
175,9.370999999999999
176,7.159000000000005
177,7.126000000000001
178,23.848699999999997
179,7.848999999999998
180,19.165000000000003
181,7.818
182,15.498999999999997
183,8.689
184,9.130999999999998
185,8.215999999999998
186,6.848
187,10.816999999999993
188,50.209900000000054
189,8.204999999999998
190,8.392000000000001
191,8.087000000000007
192,5.831000000000005
193,5.319
194,6.802
195,10.137000000000008
196,6.565999999999998
197,10.716000000000003
198,6.586000000000001
199,8.768999999999998
200,9.2897
201,9.2803
202,4.978
203,8.725999999999997
204,6.381000000000003
205,5.803
206,9.596999999999998
207,9.207999999999997
208,8.968
209,20.802999999999997
210,5.477
211,12.794
212,13.237000000000002
213,7.178
214,12.803699999999997
215,6.549999999999995
216,12.051300000000001
217,14.899999999999995
218,14.429999999999998
219,5.523999999999998
220,13.610999999999997
221,6.414000000000002
222,11.141000000000002
223,31.38539999999999
224,10.842000000000002
225,8.143999999999998
226,7.702000000000002
227,7.739999999999996
228,7.653
229,7.0399999999999965
230,7.204000000000001
231,8.961999999999996
232,8.269000000000005
233,21.656
234,12.307
235,5.968999999999999
236,8.065999999999997
237,9.780999999999995
238,12.551999999999998
239,12.102000000000002
240,10.665
241,8.445
242,6.108
243,8.593999999999998
244,8.923000000000002
245,13.472000000000001
246,9.855999999999996
