,xCoord,yCoord,competitor
0,0.196451463210571,-0.5203405815742821,Steve
1,0.47602674081221297,-0.306762659184537,Susan
2,0.00317495837124177,-0.980736121255639,Michael
3,0.29407826416888205,0.267565766667959,Kate
4,-0.0511198096390045,0.5989456050723481,Steve
5,0.12082217213905001,0.424510811434867,Kate
6,-0.338743018014356,-0.638212874618818,Kate
7,-0.0760922216638103,-0.163353739250376,Steve
8,0.553856221328943,0.479888599668695,Susan
9,-0.542163091098393,0.12936344090355,Kate
10,0.214085803413307,-0.5817999404801221,Kate
11,-0.135925794603206,-0.16184326478463,Steve
12,-0.273662176496052,-0.613518416415648,Kate
13,0.380301908468368,0.29452306349493,Kate
14,-0.35889125775973496,0.8413853664249541,Michael
15,-0.630608595964092,0.7483109777548309,Michael
16,-0.317617928784102,0.496419252972293,Kate
17,0.868434217662445,0.212553035970812,Susan
18,-0.168836964726534,0.0838648519881827,Steve
19,0.668941567210361,0.358227813299786,Kate
20,0.9848160654913871,-0.0319199590881696,Michael
21,0.166975701002189,0.206096438115932,Steve
22,-0.083623772648762,-0.0560111371775134,Steve
23,0.217836751248513,-0.934545139109315,Michael
24,-0.16292875197019902,0.865898248814318,Susan
25,-0.14128845201692802,-0.0881606501047659,Steve
26,-0.235612830864915,-0.527169484345076,Steve
27,0.323109053482952,-0.6345126507041501,Kate
28,-0.34083363383474896,-0.8858734133245759,Michael
29,-0.0583513748796849,0.926622446442641,Michael
30,-0.257515581795712,0.27584954778686305,Kate
31,0.14898037268384,-0.146644981406299,Steve
32,0.21093570156992,-0.7551707277014649,Susan
33,-0.708806073856373,0.134678756054725,Kate
34,-0.383041183729372,0.788610002401129,Susan
35,-0.007812190326290529,-0.42180916036813604,Kate
36,0.70101803574465,0.582081968012375,Michael
37,-0.17482417467957298,-0.5969231668291961,Steve
38,0.1325399864715,0.9790831664916422,Michael
39,0.319580453599212,-0.49499120916715006,Kate
40,-0.242900673795202,-0.0212542100236338,Kate
41,0.9285019105520441,0.21966908373831698,Michael
42,0.24787103896054896,-0.10568581997346699,Steve
43,0.0691806386827463,0.47625509738930205,Steve
44,-0.184078161028358,-0.157282162494871,Steve
45,-0.106869860800094,0.7126140550544109,Susan
46,-0.768224645875982,-0.336797833206632,Susan
47,-0.09186293684661301,-0.416546416814417,Steve
48,-0.0864268304680876,0.5282082238397751,Steve
49,0.5778295552854351,0.590794554866386,Susan
50,0.775448861492953,0.49813266933430894,Michael
51,0.00970016884303497,-0.218828167880971,Steve
52,0.8330113245562171,-0.00621121730172257,Susan
53,0.7656818980736629,-0.299544476727413,Susan
54,0.0697413904431443,0.25181566541295497,Steve
55,-0.8314432121046709,-0.0170601448606665,Susan
56,0.163744912656291,-0.8293168375155259,Susan
57,0.8447606280904759,0.4264093188743401,Michael
58,0.232168563583203,0.7458111754328571,Susan
59,0.658203967366652,0.301145072421045,Susan
60,-0.365394640060563,-0.733311883241331,Susan
61,0.0203259818050341,0.29796473293028697,Steve
62,-0.0540462176230807,-0.134791288702681,Kate
63,-0.25667619548535897,-0.0244011529673584,Kate
64,-0.172511957820636,-0.210246351290328,Steve
65,0.45486694157325497,-0.6504211627592149,Susan
66,0.0724032651241692,-0.0384248229624932,Susan
67,0.82670297295969,-0.22959601383334197,Susan
68,-0.516980718419727,0.180930051531306,Kate
69,0.5785339654085551,-0.548112509106687,Kate
