,xCoord,yCoord
697,0.34168584184598,-0.6342744444917211
287,0.316152388154877,-0.916495789896749
790,-0.628160016854852,0.6969462404889929
392,-0.7869218939386999,-0.44771894246968297
786,0.8043748808914709,0.344627736704333
362,-0.13508950416475,0.277718459160325
618,0.515242476795893,-0.5603319057837071
278,-0.29510593634747306,-0.846536397070917
0,0.196451463210571,-0.5203405815742821
573,-0.20892898556927397,0.735367544734852
338,-0.946891986016515,0.217008343670158
459,0.20280501406938398,-0.362738264226579
533,0.0941779037350674,-0.537036111989616
322,0.19714777052570603,-0.12432053849356599
171,-0.306802412103938,0.578249522613241
44,-0.184078161028358,-0.157282162494871
4,-0.0511198096390045,0.5989456050723481
226,0.7353983986720641,0.5796961335785009
167,-0.5894966494644871,0.387598442852192
1,0.47602674081221297,-0.306762659184537
678,0.70947892425667,-0.292718984539334
190,-0.1979251934284,-0.198753921800958
43,0.0691806386827463,0.47625509738930205
40,-0.242900673795202,-0.0212542100236338
156,0.5390620963564849,0.465165068531941
581,0.6809147080902779,0.705524696047232
220,0.6929334802007121,-0.6192525805599001
302,-0.601147754245445,0.404815762450728
614,0.00582328748947075,0.416435033572813
39,0.319580453599212,-0.49499120916715006
390,0.148746686939656,-0.482545921876154
251,0.16205229610709398,0.5929223039188131
195,-0.42073683803149603,0.8749204738260579
579,-0.0551460419228748,0.27785838943393604
19,0.668941567210361,0.358227813299786
417,0.000619156509945002,0.33141074771115303
310,-0.598097150806433,-0.7547064904886559
202,-0.897452338051067,-0.08952379261811301
500,0.323103315281685,-0.0298420102763214
82,0.965759001088022,0.10504461010605902
110,0.9661239966875731,0.0481340905248778
699,-0.0100825461697593,0.7563761128488231
5,0.12082217213905001,0.424510811434867
709,-0.208531787270427,0.0375416902113876
728,-0.271527913568216,0.40587363165272
591,0.14828658241135598,-0.46122203936417294
436,0.9444860922753209,-0.165159897943676
262,0.00983560661774574,0.298771111217601
317,0.253341289419776,-0.18169849168076102
75,0.8270619692075799,0.448547437810281
381,0.0544623258961966,0.276131038515894
385,0.0771640970390531,-0.958837409563735
306,0.805659823865249,-0.541282881479579
750,0.46853457035796703,-0.23533320651343104
702,0.0647286707976468,0.35698286683386293
560,-0.37235902561745504,0.630785310247531
333,0.228060792667102,0.845957858012966
516,-0.29492952061472805,0.645218556900265
275,0.15596652943623998,0.876478998477107
345,0.10220133721138,-0.0459063854187076
606,-0.33898789837282,0.0358785016699498
732,0.308440993820813,0.729693213829267
592,-0.37461417597161206,-0.627991572910723
241,0.807548312087772,0.0880543144157926
421,-0.3425261574574389,0.29774218101697103
124,-0.201091339140927,0.596235609444808
363,0.34802688815957694,-0.7929466188651719
733,-0.183238701172905,-0.415877042184202
779,0.467938450010565,0.8115489321290991
34,-0.383041183729372,0.788610002401129
679,0.0740559337428235,0.831379809906283
676,-0.5536910138355849,-0.7216644509775371
255,0.196457077545871,-0.538356420056982
117,0.34170722498800704,0.6083966526772341
765,-0.42520729811181396,-0.7038433850211129
754,-0.581092025108944,-0.619987551536555
232,0.686668268730622,0.224073788598249
342,0.9655307583318491,-0.14875648427697902
595,0.110951935261623,0.8992418819080641
784,0.269402439729762,-0.317631143238024
162,-0.253573921923002,0.712712318814963
129,-0.5966760552840489,-0.704020827000226
366,0.326348328547924,-0.6864000521895229
766,-0.578687270263481,0.797805632417787
83,0.21959463620049,-0.30553844862448903
308,-0.892479708852713,-0.131475293064851
736,-0.222687248797057,0.571122077740519
473,-0.0445370063515875,0.507993384014621
431,-0.241755155501553,0.683791644670095
531,-0.292977241077421,0.694530158133626
140,-0.954499514323802,-0.298096076469338
149,-0.18754293959579102,0.423003505852169
486,0.36256927338822603,0.613533144088621
273,-0.28931608927532004,-0.583182456576881
640,-0.6801487651819891,0.357611824823391
719,-0.9714971690024659,-0.17297380286504
722,0.809240863342826,-0.45567522652572207
239,0.44262268085214895,0.584118315933145
79,0.47481343331805,-0.841047506514923
637,-0.836708842972807,0.512105087481017
608,-0.14064720196129402,-0.74683026742758
569,0.0933696054353552,0.0555652123077144
113,-0.18582017313758603,-0.473510049346319
764,0.55037636194072,-0.5127622365722581
684,-0.18384536166048698,-0.860582837331093
662,0.5588942960515579,0.5628065473498989
393,-0.435227346790794,-0.5563789406138989
738,0.128711687661659,0.896317682134143
55,-0.8314432121046709,-0.0170601448606665
748,0.1983399459438,-0.275709890111443
724,-0.0699574347219238,0.94234620487369
602,-0.75043200922933,0.576626478925844
452,-0.0115891047354526,0.49072900699906297
551,-0.529567577480945,0.26348640508564697
36,0.70101803574465,0.582081968012375
496,-0.15111225865618302,0.0861140397853009
218,-0.401542197125502,0.6918017156939771
309,0.967988747820684,-0.23856165404203103
169,0.17848689257482,0.577637368544807
150,0.0161283782652652,0.567245540331579
351,0.18847935084417303,0.503189761460094
