   90,   92,   75,   92,   85,   60
   25,   20,   15,  105,   55,   90
   65,  130,   60,   75,   60,   75
   80,   70,   40,  100,   60,  145
   80,  105,   65,   60,   75,  130
   70,  110,  180,   60,   60,   50
   55,   70,   55,   40,   55,   85
   55,   50,   45,  135,   95,  120
  165,   75,   80,   40,   45,   65
   75,   70,   90,   70,  105,   80
   77,   59,   50,   67,   63,   46
   75,  100,   66,   60,   66,  115
  114,   85,   70,   85,   80,   30
   90,   75,   85,  115,   90,   55
   45,   95,   50,   40,   50,   75
   60,   85,   69,   65,   79,   80
   90,  110,   80,  100,   80,   95
  120,  120,  120,  120,  120,  120
   55,  112,   45,   74,   45,   70
   75,  140,   65,  112,   65,  110
   70,   90,   70,   60,   60,   40
   75,  125,  100,   70,   80,   45
  101,   72,   72,   99,   89,   29
   50,   70,  100,   40,   40,   30
   90,   85,  100,   95,  125,   85
  103,   60,   86,   60,   86,   50
  123,   77,   72,   99,   92,   58
   95,  117,  184,   44,   46,   28
   46,   87,   60,   30,   40,   57
   75,  125,   70,  125,   70,  115
  100,   50,   80,   60,   80,   50
   50,   20,   40,   20,   40,   20
   45,   75,   60,   40,   30,   50
   40,   40,   55,   40,   70,   55
   64,  115,   65,   83,   63,   65
   72,  105,  115,   54,   86,   68
   50,   48,   43,   46,   41,   60
   70,   92,   65,   80,   55,   98
   60,   52,  168,   47,  138,   30
   60,   62,   80,   63,   80,   60
   95,  110,   80,   70,   80,   50
   60,   70,   50,  100,   50,   65
   65,   90,   40,   45,   80,   75
   75,   75,   75,  125,   95,   40
   40,   55,   80,   35,   60,   30
   75,   80,   95,   90,  100,   50
   50,   75,   35,   70,   30,   40
   55,   69,   85,   32,   35,   28
   79,   85,   60,   55,   60,   71
   59,   45,   40,   35,   40,   31
   42,   52,   67,   39,   56,   50
   65,  125,  100,   60,   70,   70
   79,   83,  100,   85,  105,   78
   80,  120,   70,  110,   70,   80
  255,   10,   10,   75,  135,   55
   45,   60,   32,   50,   32,   76
   70,  105,  105,   50,   40,   20
   50,   80,   95,   10,   45,   10
   95,  110,   95,   40,   95,   55
   59,   59,   58,   90,   70,   73
  100,  123,   75,   57,   75,   80
   60,  130,   80,   60,   60,   70
   67,   89,  116,   79,  116,   33
   57,   24,   86,   24,   86,   23
   40,   30,   35,   50,   70,   55
   55,   65,   35,   60,   30,   85
   45,   49,   49,   65,   65,   45
   55,   66,   44,   44,   56,   85
   38,   36,   38,   32,   36,   57
   40,   29,   45,   29,   45,   36
   60,   45,   50,   90,   80,   70
   50,   85,   40,   85,   40,   35
   70,  115,   60,  115,   60,   55
   70,  100,   70,  105,   75,   40
   50,   50,  150,   50,  150,   50
   74,  100,   72,   90,   72,   46
   74,  108,  133,   83,   65,   32
   45,   90,   20,   65,   20,   65
   50,   35,   55,   25,   25,   15
   70,   70,   70,   70,   70,   70
   45,   30,   35,   20,   20,   45
  100,  100,  100,  100,  100,  100
   60,   55,   90,  145,   90,   80
  250,    5,    5,   35,  105,   50
   78,   84,   78,  109,   85,  100
   39,   52,   43,   60,   50,   65
   58,   64,   58,   80,   65,   80
   76,   65,   45,   92,   42,   91
   70,   60,   70,   87,   78,   85
   45,   35,   45,   62,   53,   35
   88,  107,  122,   74,   75,   64
   56,   61,   65,   48,   45,   38
   45,   49,   65,   49,   65,   45
   44,   58,   44,   58,   44,   61
   65,   50,   70,   95,   80,   65
   75,   38,   38,   56,   56,   67
   45,   30,   50,   65,   50,   45
   75,   95,   60,   65,   60,  115
   35,   64,   85,   74,   55,   32
   50,   53,   62,   58,   63,   44
   71,   73,   88,  120,   89,   59
   60,   70,  105,   70,  120,   75
   95,   70,   73,   95,   90,   60
   70,   45,   48,   60,   65,   35
   50,   25,   28,   45,   55,   15
   50,   95,  180,   85,   45,   70
   91,   90,  129,   90,   72,  108
   58,   50,  145,   95,  105,   30
   30,   30,   42,   30,   42,   70
   60,   85,   60,   85,   60,   55
  105,  140,   95,   55,   65,   45
   43,   80,   65,   50,   35,   35
   55,   55,   85,   65,   85,   35
   40,   27,   60,   37,   50,   66
   86,   81,   97,   81,  107,   43
   67,  125,   40,   30,   30,   58
   63,  120,   85,   90,   55,   55
  120,   70,  120,   75,  130,   85
   48,   61,   40,   61,   40,   50
   85,   90,   80,   70,   80,  130
   65,   80,   80,   59,   63,   58
   70,   95,  125,   65,   75,   45
   70,   50,   30,   95,  135,  105
   55,   70,   40,   60,   40,   40
   50,   50,   95,   40,   50,   35
   39,   52,   43,   60,   50,   65
   70,   90,   90,  135,   90,  125
  105,  140,   55,   30,   55,   95
  105,   30,  105,  140,  105,   55
   70,   90,   45,   15,   45,   50
   67,   58,   57,   81,   67,  101
   60,   60,   50,   40,   50,   75
   52,   65,   50,   45,   50,   38
   70,   65,   65,   55,   55,   70
   45,   55,   45,   65,   45,   75
   75,   69,   72,  114,  100,  104
   90,   70,   80,   70,   95,   70
   75,   75,   60,   83,   60,   60
  100,  120,  120,  150,  100,   90
   50,  100,  150,  100,  150,   50
   85,   56,   77,   50,   77,   78
   10,   55,   25,   35,   45,   95
   48,   48,   48,   48,   48,   48
   60,  110,   70,   60,   60,  100
   35,   85,   45,   35,   35,   75
   90,  120,  120,   60,   60,   50
   59,  110,  150,   45,   49,   35
   65,   75,   90,   97,  123,   44
   61,   84,   65,   70,   70,   70
   91,  134,   95,  100,  100,   80
   70,   90,  110,   60,   75,   95
   41,   64,   45,   50,   50,   50
  150,   80,   44,   90,   54,   80
   90,   50,   34,   60,   44,   70
   60,   85,   40,   30,   45,   68
   60,   48,   45,   43,   90,   42
   77,  120,   90,   60,   90,   48
   62,   44,   50,   44,   50,   55
   35,   80,   50,   50,   70,  120
  100,   70,   70,   65,   65,   45
   65,   40,   50,  125,   60,   30
   58,  109,  112,   48,   48,  109
   40,   70,  130,   60,  130,   25
   45,  100,  135,   65,  135,   45
   20,   40,   90,   30,   90,   25
   60,   50,   70,   50,   90,   65
   50,   65,   85,   35,   35,   55
   65,   85,   70,   75,   70,   40
   85,  115,   80,  105,   80,   50
   55,   55,   50,   45,   65,   55
   35,   60,   44,   40,   54,   55
   65,   83,   57,   95,   85,  105
   75,  123,   67,   95,   85,   95
   40,   45,   40,   65,   40,   65
   60,   50,   70,   80,   80,  140
   45,   63,   37,   65,   55,   95
   55,   55,   55,   85,   55,   30
  110,  123,   65,  100,   65,   65
   55,   75,   60,   75,   60,  103
   84,   86,   88,  111,  101,   60
  115,  115,   85,   90,   75,  100
   70,  135,  105,   60,  105,   20
   65,   65,   60,  130,   95,  110
   62,   48,   54,   63,   60,   68
  110,  135,   60,   50,   65,   88
   60,   40,   80,   60,   45,   40
   95,   95,   85,  125,   65,   55
  104,   91,   63,   91,   73,   68
   52,   65,   55,   58,   62,   60
   65,   90,   65,   61,   61,  100
   20,   15,   20,   10,   55,   80
   40,   45,   40,   62,   60,   60
   85,  105,  100,   79,   83,   78
   44,   50,   91,   24,   86,   10
   74,   94,  131,   54,  116,   20
   49,   49,   56,   49,   61,   66
   70,   55,   55,   80,   60,   45
   44,   38,   39,   61,   79,   42
   65,  130,   60,   95,  110,   65
   62,   73,   55,   56,   52,   84
   45,   50,   43,   40,   38,   62
   85,  105,   55,   85,   50,  115
   54,   45,   47,   75,   98,   52
   78,   65,   68,  112,  154,   75
   80,  100,   80,   80,   80,  100
   69,   55,   45,   55,   55,   15
   75,   90,  140,   60,   60,   40
   66,  117,   70,   40,   50,   67
   55,   40,   50,   65,   85,   40
   41,   56,   40,   62,   44,   71
   54,   63,   52,   83,   56,   97
   70,   80,   70,   80,   70,  110
   75,   80,   60,   65,   90,  102
   85,   76,   64,   45,   55,   90
   68,   90,   65,   50,   55,   82
   68,  125,   65,   65,  115,   80
   70,   77,   60,   97,   60,  108
   80,   95,   82,   60,   82,   75
  108,  130,   95,   80,   85,  102
   68,   65,   65,  125,  115,   80
   30,   35,   30,  100,   35,   80
  111,   83,   68,   92,   82,   39
   71,  120,   95,  120,   95,   99
   60,   65,   60,  130,   75,  110
   40,   80,  100,   30,   30,   20
   58,   70,   45,   40,   45,   42
   85,  135,  130,   60,   80,   25
   70,   80,   65,   90,   65,   85
   65,   60,  110,  130,   95,   65
   80,   80,   80,   80,   80,   80
   49,   55,   42,   42,   37,   85
   65,   75,  105,   35,   65,   85
   75,   95,  125,   45,   75,   95
   60,   65,   70,   85,   75,   40
  123,  100,   62,   97,   81,   68
   75,   80,   70,   65,   75,   90
   45,   67,   60,   35,   50,   63
   80,   82,   78,   95,   80,   85
   80,  120,  130,   55,   65,   45
   59,   74,   50,   35,   50,   35
   89,  124,   80,   55,   80,   55
   90,  100,   70,  110,  150,   80
   45,   50,   35,   55,   75,   40
   55,   84,  105,  114,   75,   52
   45,   30,   50,   55,   65,   45
   70,   55,   95,   95,  110,   65
   60,   45,   70,   75,   85,   55
   90,  120,   75,   60,   60,   45
   55,   95,  115,   45,   45,   35
   72,   95,   67,  103,   71,  122
   80,   80,   50,   40,   50,   25
   75,   89,   85,   55,   65,   36
  100,  150,  140,  100,   90,   90
  100,  180,  160,  150,   90,   90
   50,   65,   45,   85,   65,   95
   55,   70,   45,   70,   50,   60
   80,   45,   65,   90,  110,   80
   70,   43,   53,   43,   53,   40
   85,  105,   85,   40,   50,   40
   95,  125,   79,   60,  100,   81
  100,    5,    5,   15,   65,   30
  144,  120,   60,   40,   60,   50
   45,   50,   45,  115,   55,   95
   78,   92,   75,   74,   63,  118
   76,  147,   90,   60,   70,   97
   85,   97,   66,  105,   66,   65
   91,   90,  106,  130,  106,   77
   62,   55,   52,  109,   94,  109
   44,   38,   33,   61,   43,   70
   80,  125,   75,   40,   95,   85
   65,   80,   65,   35,   65,   60
   68,   72,   78,   38,   42,   32
  108,  112,  118,   68,   72,   47
   50,  105,   79,   35,  110,   76
   50,  120,   53,   35,  110,   87
   50,   95,   95,   35,  110,   70
  106,  130,   90,  110,  154,   90
  100,  125,   52,  105,   52,   71
   45,   80,  100,   35,   37,   28
   60,   30,   30,   36,   56,   50
   35,   35,   40,   35,   55,   50
   30,   40,   70,   70,   25,   60
   75,   90,   50,  110,   80,   95
   45,   60,   30,   80,   50,   65
   55,  104,  105,   94,   75,   52
   92,  105,   90,  125,   90,   98
   85,   73,   70,   73,  115,   67
