575,0
964,1
446,0
54,1
33,1
683,1
685,1
95,1
625,1
407,1
917,0
247,1
779,0
875,0
453,1
720,0
34,0
557,0
733,1
916,0
821,0
308,0
81,0
677,0
960,0
262,1
332,1
391,0
841,1
142,0
166,1
713,1
50,0
224,0
45,0
104,1
479,0
516,0
120,1
346,1
132,0
812,0
177,1
798,0
368,1
804,0
515,0
233,1
4,1
640,0
670,0
355,0
616,1
100,0
268,1
793,0
362,1
943,0
861,1
780,0
395,0
536,1
939,0
155,0
256,1
167,1
735,0
122,1
882,1
204,1
396,0
763,0
337,0
223,0
808,1
629,1
975,0
990,0
111,1
478,0
932,0
154,1
695,1
84,0
357,0
570,0
457,1
800,1
959,0
696,1
182,1
892,0
125,0
513,1
907,1
60,0
311,0
877,1
854,1
864,0
926,1
514,1
778,0
321,1
983,0
740,1
68,0
29,1
701,1
886,1
25,0
618,0
301,1
467,1
971,0
348,0
558,1
498,1
351,0
930,0
601,1
74,0
381,0
718,0
18,1
463,0
816,0
418,0
37,1
954,0
609,1
997,0
915,0
271,1
532,1
884,0
242,1
380,0
117,1
377,0
782,0
40,0
838,1
764,0
42,1
552,0
799,0
815,1
240,0
156,0
669,0
286,0
316,0
984,0
564,1
215,1
135,0
144,0
5,1
294,1
245,1
646,1
436,0
429,0
936,1
315,0
728,0
483,0
655,1
888,0
270,0
57,1
251,1
830,0
317,1
962,1
110,1
239,0
300,1
573,1
162,1
466,1
174,0
153,0
175,0
172,1
672,0
989,0
755,1
858,0
52,0
649,0
22,0
501,1
296,0
591,0
768,0
379,0
190,0
313,1
151,1
451,1
976,1
338,1
161,0
89,0
131,0
512,1
839,0
705,0
94,1
130,1
742,0
806,1
977,1
973,1
79,0
831,0
691,0
743,0
988,1
136,1
499,1
303,0
165,0
774,1
739,0
285,0
911,1
803,0
121,1
654,1
386,0
214,1
314,0
645,0
309,1
928,1
783,1
447,1
897,1
72,0
46,0
440,1
206,1
250,0
257,0
327,1
211,1
369,1
948,0
567,0
55,0
163,1
492,0
213,0
565,0
234,0
716,1
873,1
69,0
643,0
197,0
459,0
681,0
523,0
534,0
9,1
422,0
656,1
703,1
445,0
325,1
93,1
586,1
347,1
159,1
840,0
730,0
225,1
862,0
650,1
762,0
390,1
604,1
751,0
208,1
237,0
596,1
752,1
602,1
434,0
992,0
389,1
400,1
644,0
384,1
157,0
32,0
760,1
65,1
41,0
518,0
176,0
587,1
545,0
415,0
554,1
419,0
272,0
150,1
265,1
851,1
794,1
614,0
866,1
686,1
209,0
148,0
168,1
950,0
126,0
843,0
969,1
947,0
101,1
80,0
196,1
255,1
749,1
731,0
689,1
139,0
474,0
991,1
83,1
353,1
746,0
198,1
595,1
507,1
878,1
30,0
468,0
59,1
506,1
732,1
56,1
435,1
909,0
937,0
217,1
410,1
982,0
852,1
14,1
44,1
279,1
195,1
128,0
254,1
889,1
568,0
723,0
890,0
70,1
825,0
464,1
785,1
409,1
413,1
648,0
891,1
725,1
787,1
191,0
520,0
365,1
539,1
184,0
985,1
694,1
227,0
252,1
6,0
278,0
757,0
392,1
795,1
913,0
563,0
193,0
444,0
370,1
476,1
420,1
116,1
529,0
98,0
963,0
657,0
574,0
376,1
485,0
293,0
577,1
179,0
651,0
867,1
953,1
560,1
432,1
328,1
194,0
684,0
637,0
231,0
547,0
714,1
145,0
31,1
556,1
216,0
887,0
635,0
487,1
388,1
525,1
583,1
582,0
462,1
149,1
333,1
717,1
421,1
164,0
21,1
183,1
837,1
857,1
3,0
622,0
823,1
414,0
393,1
771,1
497,1
578,1
704,0
482,1
127,1
500,0
613,1
870,0
658,0
765,1
880,1
814,1
925,1
603,1
986,1
302,1
23,1
521,0
269,1
922,1
374,0
666,0
26,0
826,0
112,1
331,0
53,0
709,1
626,1
910,0
387,0
727,1
226,0
994,1
306,1
92,1
43,0
972,1
235,1
146,0
606,1
442,0
571,0
738,0
0,0
551,0
679,0
829,0
283,0
241,0
356,1
305,1
496,0
667,1
