0,369
1,338
2,408
3,359
4,356
5,340
6,452
7,332
8,379
9,325
10,351
11,327
12,397
13,420
14,363
15,387
16,341
17,377
18,335
19,335
20,304
21,348
22,358
23,355
24,389
25,320
26,374
27,330
28,337
29,340
30,312
31,357
32,311
33,343
34,315
35,341
36,325
37,422
38,362
39,334
40,288
41,365
42,351
43,374
44,359
45,314
46,323
47,363
48,393
49,324
50,413
51,345
52,331
53,385
54,375
55,461
56,320
57,341
58,350
59,342
60,288
61,321
62,294
63,343
64,380
65,308
66,340
67,381
68,313
69,370
70,327
71,349
72,343
73,328
74,370
75,388
76,410
77,401
78,379
79,390
80,355
81,320
82,357
83,325
84,333
85,323
86,317
87,349
88,304
89,325
90,363
91,366
92,320
93,303
94,291
95,362
96,331
97,348
98,320
99,386
100,392
101,313
102,371
103,325
104,294
105,347
106,380
107,356
108,353
109,372
110,344
111,370
112,373
113,393
114,356
115,367
116,362
117,351
118,445
119,385
120,315
121,322
122,334
123,357
124,357
125,330
126,367
127,391
128,324
129,391
130,341
131,349
132,376
133,339
134,368
135,373
136,371
137,357
138,450
139,357
140,391
141,413
142,361
143,377
144,340
145,391
146,361
147,344
148,390
149,317
150,348
151,395
152,334
153,400
154,450
155,377
156,377
157,389
158,331
159,344
160,387
161,376
162,359
163,401
164,362
165,398
166,366
167,338
168,397
169,336
170,399
171,368
172,351
173,322
174,335
175,345
176,378
177,341
178,341
179,330
180,315
181,382
182,319
183,308
184,316
185,334
186,410
187,337
188,366
189,317
190,361
191,348
192,379
193,429
194,325
195,342
196,295
197,326
198,380
199,362
200,371
201,350
202,355
203,351
204,332
205,424
206,375
207,381
208,362
209,347
210,375
211,385
212,309
213,336
214,401
215,277
216,389
217,323
218,392
219,285
220,388
221,352
222,462
223,389
224,386
225,457
226,368
227,302
228,342
229,370
230,388
231,362
232,331
233,450
234,391
235,383
236,375
237,353
238,302
239,350
240,321
241,421
242,384
243,388
244,334
245,378
246,340
247,401
248,389
249,294
250,382
251,335
252,416
253,319
254,297
255,310
256,362
257,365
258,403
259,299
260,332
261,355
262,376
263,364
264,399
265,373
266,327
267,367
268,394
269,376
270,430
271,358
272,318
273,351
274,371
275,347
276,400
277,357
278,350
279,353
280,336
281,389
282,351
283,319
284,388
285,297
286,308
287,389
288,383
289,351
290,375
291,300
292,355
293,353
294,380
295,349
296,359
297,340
298,328
299,368
300,264
301,364
302,366
303,381
304,349
305,419
306,351
307,381
308,346
309,367
310,354
311,366
312,344
313,363
314,371
315,387
316,391
317,310
318,320
319,353
320,319
321,321
322,313
323,358
324,353
325,345
326,338
327,393
328,346
329,309
330,358
331,422
332,362
333,371
334,382
335,368
336,388
337,334
338,364
339,317
340,327
341,341
342,332
343,348
344,365
345,365
346,332
347,360
348,385
349,337
350,327
351,340
352,401
353,364
354,403
355,343
356,377
357,374
358,323
359,330
360,324
361,434
362,297
363,337
364,375
365,391
366,376
367,387
368,330
369,389
370,385
371,355
372,330
373,425
374,355
375,302
376,339
377,354
378,295
379,374
380,346
381,470
382,339
383,343
384,326
385,423
386,419
387,315
388,365
389,380
390,342
391,367
392,336
393,375
394,420
395,404
396,335
397,362
398,355
399,340
400,350
401,295
402,343
403,314
404,357
405,324
406,389
407,404
408,346
409,374
410,395
411,310
412,372
413,364
414,368
415,285
416,326
417,329
418,377
419,355
420,375
421,383
422,379
423,351
424,378
425,364
426,300
427,345
428,388
429,331
430,365
431,354
432,342
433,341
434,281
435,322
436,312
437,346
438,316
439,372
440,320
441,389
442,325
443,325
444,344
445,359
446,394
447,316
448,396
449,336
450,333
451,347
452,335
453,347
454,310
455,355
456,358
457,397
458,363
459,374
460,400
461,346
462,295
463,319
464,323
465,349
466,326
467,331
468,390
469,356
470,357
471,372
472,466
473,332
474,363
475,330
476,337
477,293
478,331
479,346
480,395
481,318
482,337
483,388
484,381
485,340
486,354
487,330
488,393
489,394
490,312
491,388
492,363
493,352
494,390
495,295
496,336
497,320
498,372
499,342
500,372
501,335
502,355
503,323
504,350
505,327
506,344
507,304
508,370
509,339
510,301
511,331
512,376
513,362
514,393
515,373
516,341
517,369
518,374
519,358
520,321
521,319
522,375
523,427
524,359
525,350
526,378
527,407
528,335
529,317
530,371
531,340
532,376
533,401
534,384
535,368
536,397
537,355
538,396
539,376
540,400
541,395
542,362
543,326
544,348
545,343
546,399
547,337
548,308
549,350
550,363
551,362
552,356
553,338
554,361
555,336
556,344
557,319
558,357
559,344
560,366
561,361
562,391
563,307
564,326
565,324
566,411
567,363
568,427
569,381
570,364
571,308
572,316
573,365
574,388
575,375
576,350
577,396
578,389
579,333
580,346
581,357
582,361
583,406
584,382
585,394
586,331
587,328
588,352
589,401
590,387
591,329
592,386
593,323
594,384
595,369
596,377
597,343
598,368
599,364
600,408
601,275
602,426
603,340
604,328
605,355
606,428
607,340
608,297
609,344
610,329
611,352
612,386
613,344
614,356
615,407
616,324
617,389
618,370
619,352
620,327
621,364
622,310
623,361
624,347
625,372
626,402
627,330
628,358
629,394
630,389
631,361
632,389
633,354
634,360
635,361
636,372
637,375
638,383
639,408
640,322
641,418
642,364
643,358
644,371
645,345
646,362
647,376
648,341
649,389
650,378
651,385
652,378
653,359
654,365
655,379
656,359
657,373
658,328
659,380
660,350
661,328
662,302
663,447
664,357
665,331
666,360
667,326
668,321
669,361
670,377
671,340
672,366
673,344
674,376
675,339
676,360
677,333
678,327
679,328
680,368
681,347
682,450
683,364
684,339
685,287
686,377
687,319
688,377
689,356
690,394
691,319
692,330
693,380
694,295
695,356
696,373
697,324
698,340
699,297
700,318
701,318
702,396
703,316
704,415
705,350
706,378
707,340
708,368
709,312
710,373
711,383
712,346
713,368
714,364
715,342
716,309
717,375
718,358
719,353
720,355
721,347
722,320
723,426
724,330
725,323
726,376
727,394
728,338
729,382
730,375
731,395
732,361
733,381
734,369
735,354
736,360
737,371
738,420
739,419
740,377
741,376
742,321
743,405
744,357
745,409
746,415
747,416
748,378
749,386
750,329
751,364
752,397
753,388
754,338
755,383
756,362
757,389
758,368
759,304
760,325
761,439
762,387
763,392
764,377
765,355
766,381
767,334
768,300
769,387
770,347
771,410
772,358
773,354
774,378
775,337
776,404
777,343
778,408
779,336
780,417
781,374
782,346
783,351
784,369
785,422
786,397
787,396
788,380
789,381
790,351
791,458
792,377
793,351
794,407
795,342
796,410
797,385
798,396
799,364
800,431
801,437
802,397
803,365
804,357
805,366
806,328
807,345
808,374
809,378
810,384
811,384
812,423
813,431
814,335
815,404
816,342
817,440
818,338
819,380
820,340
821,403
822,375
823,374
824,384
825,426
826,408
827,335
828,361
829,362
830,316
831,355
832,363
833,390
834,361
835,380
836,414
837,355
838,363
839,381
840,394
841,432
842,364
843,351
844,394
845,349
846,342
847,361
848,427
849,346
850,338
851,388
852,354
853,392
854,330
855,381
856,413
857,409
858,364
859,385
860,387
861,364
862,371
863,334
864,344
865,340
866,404
867,393
868,412
869,375
870,345
871,359
872,278
873,408
874,383
875,311
876,347
877,351
878,381
879,336
880,345
881,363
882,343
883,398
884,302
885,427
886,372
887,380
888,357
889,370
890,377
891,331
892,351
893,371
894,368
895,315
896,320
897,433
898,377
899,353
900,362
901,363
902,324
903,335
904,335
905,345
906,405
907,313
908,325
909,438
910,400
911,378
912,384
913,355
914,360
915,378
916,357
917,383
918,413
919,341
920,313
921,305
922,377
923,415
924,353
925,382
926,349
927,394
928,360
929,326
930,424
931,390
932,386
933,351
934,300
935,354
936,407
937,439
938,362
939,336
940,400
941,362
942,345
943,351
944,322
945,393
946,332
947,350
948,380
949,315
950,306
951,389
952,382
953,408
954,401
955,310
956,437
957,342
958,363
959,388
960,388
961,385
962,377
963,355
964,388
965,395
966,338
967,353
968,340
969,392
970,372
971,305
972,425
973,373
974,332
975,348
976,478
977,436
978,372
979,316
980,382
981,362
982,303
983,340
984,331
985,343
986,335
987,398
988,419
989,360
990,310
991,403
992,347
993,440
994,267
995,357
996,343
997,423
998,360
999,341
