,max_depth,learn_rate,accuracy
0,19,1.9599328859060403,49
1,60,1.6794630872483225,24
2,33,1.6928187919463091,20
3,6,0.6777852348993288,94
4,41,0.34389261744966443,65
5,6,1.3455704697986577,61
6,46,0.8380536912751678,24
7,24,0.7445637583892618,43
8,54,0.9983221476510068,74
9,2,1.652751677852349,53
10,35,1.973288590604027,20
11,59,1.6393959731543626,21
12,56,1.051744966442953,12
13,34,0.4774496644295302,25
14,29,0.23704697986577186,29
15,64,0.6377181208053692,50
16,13,1.9599328859060403,47
17,60,0.2504026845637584,64
18,59,0.9048322147651008,23
19,24,1.7462416107382548,34
20,33,1.6794630872483225,12
21,50,1.893154362416108,13
22,8,1.5191946308724833,58
23,14,0.9048322147651008,79
24,19,0.8113422818791947,80
25,26,1.8130201342281882,34
26,28,0.9315436241610738,52
27,44,1.398993288590604,19
28,57,1.1986577181208051,18
29,35,0.29046979865771816,55
30,63,1.3188590604026846,30
31,60,1.5859731543624165,17
32,26,0.263758389261745,68
33,50,1.372281879194631,41
34,34,1.1585906040268457,29
35,7,0.51751677852349,84
36,17,1.5459060402684563,49
37,6,0.6644295302013423,90
38,2,1.786308724832215,67
39,43,1.1719463087248323,21
40,28,1.2253691275167786,21
41,61,1.5191946308724833,16
42,49,0.7178523489932886,69
43,49,0.5842953020134228,25
44,23,1.2387248322147653,21
45,8,0.5976510067114095,78
46,64,1.626040268456376,16
47,58,0.29046979865771816,76
48,15,1.7328859060402686,65
49,35,0.4640939597315437,30
50,39,2.0,43
51,12,2.0,46
52,26,1.5058389261744969,34
53,8,0.8514093959731545,67
54,37,1.0918120805369127,23
55,53,1.1719463087248323,19
56,10,0.01,79
57,46,1.305503355704698,21
58,62,0.22369127516778525,68
59,29,1.0383892617449666,32
60,13,0.1302013422818792,98
61,13,0.8781208053691275,62
62,10,1.9198657718120808,63
63,31,0.263758389261745,30
64,18,0.5842953020134228,83
65,16,0.4774496644295302,80
66,19,1.4123489932885906,45
67,27,0.8380536912751678,54
68,1,0.11684563758389263,69
69,6,0.22369127516778525,77
70,6,0.30382550335570474,88
71,21,0.6510738255033557,21
72,21,0.33053691275167785,51
73,22,0.3706040268456376,45
74,12,1.1585906040268457,71
75,54,0.01,49
76,35,0.8380536912751678,63
77,1,1.6794630872483225,41
78,3,1.5726174496644296,43
79,47,0.1435570469798658,66
80,58,1.011677852348993,13
81,49,1.652751677852349,20
82,35,0.5041610738255033,73
83,44,1.2921476510067114,31
84,55,1.1452348993288592,24
85,38,0.0634228187919463,41
86,48,0.11684563758389263,56
87,59,0.9716107382550336,51
88,57,1.118523489932886,13
89,55,0.5709395973154363,27
90,48,1.7462416107382548,19
91,60,1.3455704697986577,20
92,6,1.3856375838926176,45
93,12,1.5058389261744969,63
94,31,1.8397315436241608,18
95,43,1.4791275167785236,11
96,18,0.8380536912751678,82
97,58,1.4257046979865773,18
98,29,1.3589261744966443,12
99,51,1.786308724832215,15
100,14,1.6393959731543626,42
101,3,1.0651006711409396,47
102,25,1.5726174496644296,17
103,43,0.11684563758389263,40
104,34,0.4240268456375839,63
105,41,0.11684563758389263,29
106,47,0.8246979865771813,48
107,35,1.3856375838926176,42
108,51,0.23704697986577186,25
109,3,1.612684563758389,48
110,56,0.5308724832214765,22
111,40,0.7712751677852351,23
112,18,0.6911409395973155,79
113,36,1.6393959731543626,16
114,39,0.9181879194630872,21
115,22,1.051744966442953,22
116,44,0.6510738255033557,36
117,59,0.7712751677852351,67
118,62,0.1435570469798658,37
119,6,1.7462416107382548,48
120,52,0.33053691275167785,27
121,26,1.5058389261744969,21
122,22,1.278791946308725,14
123,37,1.305503355704698,36
124,17,1.2253691275167786,47
125,52,0.6243624161073826,34
126,51,0.9716107382550336,50
127,62,0.3973154362416108,30
128,64,1.9332214765100677,19
129,4,1.8664429530201343,41
130,12,0.4507382550335571,84
131,57,1.3322147651006713,37
132,57,1.6661073825503356,16
133,11,0.38395973154362417,81
134,19,1.7462416107382548,55
135,24,1.719530201342282,11
136,39,0.4106711409395973,55
137,3,0.611006711409396,97
138,4,1.3188590604026846,47
139,54,1.8130201342281882,22
140,24,1.6794630872483225,19
141,63,0.6377181208053692,22
142,28,0.11684563758389263,69
143,18,0.2771140939597316,84
144,28,1.118523489932886,23
145,18,1.6393959731543626,44
146,20,0.33053691275167785,96
147,39,0.7846308724832215,48
148,32,0.01,66
149,9,0.6644295302013423,78
150,62,1.5459060402684563,22
151,50,1.3322147651006713,14
152,2,0.5976510067114095,88
153,4,2.0,49
154,44,0.6911409395973155,71
155,18,0.22369127516778525,80
156,3,0.2771140939597316,84
157,17,2.0,46
158,42,1.212013422818792,14
159,24,0.4507382550335571,78
160,43,1.3455704697986577,22
161,32,0.9716107382550336,44
162,11,0.07677852348993289,98
163,13,0.704496644295302,85
164,2,0.7312080536912752,94
165,27,1.278791946308725,21
166,39,1.1853020134228192,14
167,59,1.2921476510067114,24
168,33,1.5191946308724833,18
169,35,0.5709395973154363,27
170,47,1.1719463087248323,10
171,31,1.0918120805369127,37
172,24,1.599328859060403,21
173,60,1.1853020134228192,29
174,50,1.2520805369127517,19
175,27,1.5459060402684563,25
176,12,1.7328859060402686,50
177,38,0.9716107382550336,26
178,10,0.9448993288590604,89
179,57,1.6928187919463091,12
180,61,1.652751677852349,18
181,53,0.4240268456375839,41
182,53,1.652751677852349,21
183,6,1.2921476510067114,46
184,13,0.0634228187919463,68
185,55,0.0634228187919463,66
186,47,1.6928187919463091,19
187,12,1.9198657718120808,45
188,10,0.7178523489932886,85
189,30,0.30382550335570474,59
190,15,1.4257046979865773,46
191,34,0.7846308724832215,56
192,21,1.9198657718120808,22
193,19,1.4791275167785236,66
194,20,1.3589261744966443,36
195,9,0.4373825503355705,76
196,36,0.4106711409395973,32
197,4,1.2253691275167786,49
198,39,0.5575838926174497,52
199,4,0.6911409395973155,68
200,38,1.9866442953020136,10
201,10,1.973288590604027,69
202,41,0.864765100671141,33
203,40,1.2520805369127517,21
204,49,0.8514093959731545,55
205,62,0.29046979865771816,64
206,56,0.2771140939597316,47
207,29,1.2520805369127517,22
208,51,0.4106711409395973,25
209,28,0.22369127516778525,38
210,51,1.011677852348993,13
211,20,1.3322147651006713,40
212,35,0.4240268456375839,35
213,53,1.0383892617449666,16
214,10,1.7996644295302011,58
215,50,0.29046979865771816,42
216,31,1.706174496644295,19
217,57,0.7178523489932886,63
218,22,1.9332214765100677,34
219,50,0.4507382550335571,39
220,9,1.8397315436241608,47
221,8,1.4924832214765102,48
222,14,0.7712751677852351,91
223,19,0.4774496644295302,95
224,58,1.3322147651006713,18
225,56,1.5191946308724833,19
226,51,1.9465771812080537,22
227,41,0.023355704697986576,35
228,34,0.7979865771812081,45
229,17,1.5058389261744969,54
230,13,0.7312080536912752,95
231,26,0.4774496644295302,54
232,10,0.6377181208053692,62
233,11,0.7979865771812081,95
234,40,0.33053691275167785,58
235,64,1.4924832214765102,14
236,21,0.38395973154362417,28
237,1,0.8781208053691275,49
238,40,0.07677852348993289,52
239,53,1.305503355704698,13
240,15,1.626040268456376,65
241,43,0.0634228187919463,56
242,56,0.263758389261745,65
243,55,1.612684563758389,18
244,33,0.8514093959731545,36
245,47,0.30382550335570474,31
246,52,0.9983221476510068,73
247,22,0.7312080536912752,47
248,6,1.8263758389261744,70
249,55,1.1051677852348991,18
250,58,0.2771140939597316,27
251,34,1.439060402684564,29
252,31,1.786308724832215,13
253,50,2.0,20
254,14,1.439060402684564,58
255,16,0.8113422818791947,84
256,36,1.8797986577181207,17
257,44,1.439060402684564,19
258,21,0.5842953020134228,69
259,1,1.719530201342282,45
260,38,1.9866442953020136,30
261,15,1.4657718120805368,49
262,63,1.4924832214765102,30
263,36,1.1585906040268457,11
264,19,1.8664429530201343,58
265,11,0.10348993288590604,94
266,10,1.6393959731543626,79
267,10,0.23704697986577186,82
268,29,0.8380536912751678,42
269,14,1.011677852348993,50
270,39,1.2253691275167786,23
271,33,1.706174496644295,11
272,52,1.4657718120805368,16
273,29,0.51751677852349,45
274,5,1.9198657718120808,69
275,32,0.7579194630872483,30
276,53,1.0651006711409396,23
277,11,0.4908053691275168,93
278,22,0.6911409395973155,63
279,41,0.958255033557047,37
280,5,1.051744966442953,50
281,61,0.8113422818791947,31
282,48,1.011677852348993,21
283,48,0.1302013422818792,25
284,52,1.652751677852349,11
285,7,1.5859731543624165,55
286,48,0.9448993288590604,50
287,57,1.893154362416108,21
288,3,0.7579194630872483,84
289,45,0.30382550335570474,30
290,51,1.706174496644295,22
291,26,1.5859731543624165,10
292,11,1.051744966442953,49
293,46,1.6794630872483225,11
294,12,1.4924832214765102,41
295,51,1.3589261744966443,16
296,45,1.4924832214765102,17
297,3,0.3706040268456376,78
298,5,1.2654362416107383,76
299,3,1.7729530201342285,53
300,62,1.8797986577181207,25
301,9,0.17026845637583893,79
302,10,1.7729530201342285,63
303,46,0.7846308724832215,47
304,56,1.2654362416107383,22
305,13,1.8797986577181207,61
306,43,0.864765100671141,41
307,16,1.2921476510067114,52
308,9,0.07677852348993289,82
309,13,0.07677852348993289,82
310,9,1.1051677852348991,48
311,22,1.5859731543624165,11
312,5,0.7846308724832215,74
313,62,1.5058389261744969,29
314,51,0.33053691275167785,39
315,61,1.906510067114094,19
316,59,1.4123489932885906,12
317,48,0.4106711409395973,41
318,37,0.8514093959731545,67
319,61,1.853087248322148,25
320,8,2.0,40
321,1,0.7312080536912752,58
322,11,0.9716107382550336,98
323,39,0.2504026845637584,32
324,25,1.051744966442953,15
325,34,1.9332214765100677,17
326,8,0.7579194630872483,75
327,2,0.5976510067114095,67
328,2,1.5592617449664432,50
329,35,0.9315436241610738,52
330,57,1.0383892617449666,32
331,56,0.9849664429530202,39
332,28,1.7996644295302011,28
333,58,1.893154362416108,13
334,61,0.704496644295302,55
335,31,0.9048322147651008,49
336,46,1.626040268456376,29
337,61,0.9983221476510068,56
338,51,1.8664429530201343,15
339,36,0.6243624161073826,23
340,12,0.34389261744966443,86
341,34,0.2771140939597316,59
342,13,1.906510067114094,66
343,47,0.3973154362416108,56
344,52,0.9315436241610738,49
345,34,0.1435570469798658,66
346,46,1.6794630872483225,15
347,22,0.2771140939597316,43
348,3,1.5726174496644296,48
349,26,0.6644295302013423,33
350,7,0.05006711409395973,89
351,49,1.5859731543624165,22
352,49,0.6911409395973155,31
353,56,1.5459060402684563,17
354,62,1.439060402684564,16
355,39,1.8397315436241608,22
356,61,0.1435570469798658,27
357,40,1.8797986577181207,14
358,25,0.22369127516778525,51
359,32,0.4908053691275168,36
360,1,1.1585906040268457,50
