,max_depth,learn_rate,accuracy
0,1,0.001,89
1,1,0.021387755102040815,78
2,1,0.041775510204081635,59
3,1,0.06216326530612245,69
4,1,0.08255102040816327,68
5,1,0.10293877551020407,62
6,1,0.12332653061224493,85
7,1,0.1437142857142857,73
8,1,0.16410204081632654,52
9,1,0.18448979591836734,82
10,1,0.20487755102040814,37
11,1,0.22526530612244897,56
12,1,0.24565306122448985,68
13,1,0.26604081632653065,47
14,1,0.2864285714285714,57
15,1,0.30681632653061225,60
16,1,0.3272040816326531,62
17,1,0.3475918367346939,77
18,1,0.3679795918367347,63
19,1,0.3883673469387755,51
20,1,0.4087551020408163,50
21,1,0.4291428571428572,38
22,1,0.44953061224489793,72
23,1,0.4699183673469388,42
24,1,0.4903061224489797,56
25,1,0.5106938775510205,44
26,1,0.5310816326530613,74
27,1,0.551469387755102,53
28,1,0.5718571428571428,39
29,1,0.5922448979591837,60
30,1,0.6126326530612245,49
31,1,0.6330204081632653,44
32,1,0.6534081632653062,61
33,1,0.673795918367347,37
34,1,0.6941836734693878,55
35,1,0.7145714285714286,63
36,1,0.7349591836734695,42
37,1,0.7553469387755103,43
38,1,0.775734693877551,70
39,1,0.7961224489795918,49
40,1,0.8165102040816327,52
41,1,0.8368979591836735,71
42,1,0.8572857142857143,75
43,1,0.8776734693877551,39
44,1,0.8980612244897959,37
45,1,0.9184489795918368,41
46,1,0.9388367346938776,77
47,1,0.9592244897959183,39
48,1,0.9796122448979592,64
49,1,1.0,53
50,2,0.001,76
51,2,0.021387755102040815,82
52,2,0.041775510204081635,88
53,2,0.06216326530612245,83
54,2,0.08255102040816327,73
55,2,0.10293877551020407,91
56,2,0.12332653061224493,67
57,2,0.1437142857142857,69
58,2,0.16410204081632654,72
59,2,0.18448979591836734,75
60,2,0.20487755102040814,76
61,2,0.22526530612244897,64
62,2,0.24565306122448985,50
63,2,0.26604081632653065,36
64,2,0.2864285714285714,60
65,2,0.30681632653061225,42
66,2,0.3272040816326531,44
67,2,0.3475918367346939,59
68,2,0.3679795918367347,36
69,2,0.3883673469387755,43
70,2,0.4087551020408163,59
71,2,0.4291428571428572,46
72,2,0.44953061224489793,52
73,2,0.4699183673469388,43
74,2,0.4903061224489797,70
75,2,0.5106938775510205,70
76,2,0.5310816326530613,68
77,2,0.551469387755102,40
78,2,0.5718571428571428,77
79,2,0.5922448979591837,74
80,2,0.6126326530612245,76
81,2,0.6330204081632653,63
82,2,0.6534081632653062,42
83,2,0.673795918367347,44
84,2,0.6941836734693878,43
85,2,0.7145714285714286,47
86,2,0.7349591836734695,69
87,2,0.7553469387755103,68
88,2,0.775734693877551,58
89,2,0.7961224489795918,59
90,2,0.8165102040816327,72
91,2,0.8368979591836735,70
92,2,0.8572857142857143,75
93,2,0.8776734693877551,57
94,2,0.8980612244897959,62
95,2,0.9184489795918368,70
96,2,0.9388367346938776,36
97,2,0.9592244897959183,70
98,2,0.9796122448979592,72
99,2,1.0,49
100,3,0.001,50
101,3,0.021387755102040815,53
102,3,0.041775510204081635,63
103,3,0.06216326530612245,57
104,3,0.08255102040816327,92
105,3,0.10293877551020407,62
106,3,0.12332653061224493,79
107,3,0.1437142857142857,82
108,3,0.16410204081632654,81
109,3,0.18448979591836734,74
110,3,0.20487755102040814,50
111,3,0.22526530612244897,64
112,3,0.24565306122448985,71
113,3,0.26604081632653065,48
114,3,0.2864285714285714,67
115,3,0.30681632653061225,42
116,3,0.3272040816326531,57
117,3,0.3475918367346939,63
118,3,0.3679795918367347,37
119,3,0.3883673469387755,77
120,3,0.4087551020408163,41
121,3,0.4291428571428572,63
122,3,0.44953061224489793,63
123,3,0.4699183673469388,55
124,3,0.4903061224489797,65
125,3,0.5106938775510205,46
126,3,0.5310816326530613,63
127,3,0.551469387755102,60
128,3,0.5718571428571428,74
129,3,0.5922448979591837,68
130,3,0.6126326530612245,36
131,3,0.6330204081632653,62
132,3,0.6534081632653062,48
133,3,0.673795918367347,76
134,3,0.6941836734693878,38
135,3,0.7145714285714286,74
136,3,0.7349591836734695,41
137,3,0.7553469387755103,43
138,3,0.775734693877551,62
139,3,0.7961224489795918,44
140,3,0.8165102040816327,72
141,3,0.8368979591836735,68
142,3,0.8572857142857143,77
143,3,0.8776734693877551,59
144,3,0.8980612244897959,50
145,3,0.9184489795918368,67
146,3,0.9388367346938776,67
147,3,0.9592244897959183,59
148,3,0.9796122448979592,76
149,3,1.0,47
150,4,0.001,87
151,4,0.021387755102040815,50
152,4,0.041775510204081635,84
153,4,0.06216326530612245,66
154,4,0.08255102040816327,50
155,4,0.10293877551020407,80
156,4,0.12332653061224493,74
157,4,0.1437142857142857,79
158,4,0.16410204081632654,50
159,4,0.18448979591836734,53
160,4,0.20487755102040814,61
161,4,0.22526530612244897,67
162,4,0.24565306122448985,41
163,4,0.26604081632653065,67
164,4,0.2864285714285714,39
165,4,0.30681632653061225,46
166,4,0.3272040816326531,52
167,4,0.3475918367346939,73
168,4,0.3679795918367347,59
169,4,0.3883673469387755,40
170,4,0.4087551020408163,69
171,4,0.4291428571428572,41
172,4,0.44953061224489793,57
173,4,0.4699183673469388,46
174,4,0.4903061224489797,51
175,4,0.5106938775510205,68
176,4,0.5310816326530613,44
177,4,0.551469387755102,41
178,4,0.5718571428571428,51
179,4,0.5922448979591837,64
180,4,0.6126326530612245,38
181,4,0.6330204081632653,55
182,4,0.6534081632653062,71
183,4,0.673795918367347,54
184,4,0.6941836734693878,61
185,4,0.7145714285714286,38
186,4,0.7349591836734695,54
187,4,0.7553469387755103,55
188,4,0.775734693877551,67
189,4,0.7961224489795918,42
190,4,0.8165102040816327,76
