 23.9,18.49, 17.1
23.65,18.76,17.23
 23.5,18.879999,17.17
23.229998,18.51,16.700001
23.509999,18.549999,16.700001
23.45,18.290001,16.74
23.19,17.67,16.68
 23.6,17.91, 16.9
22.88,17.629999,17.120001
22.469998,17.110001,16.82
23.259999,17.43,16.75
22.23,17.360001,16.379999
24.129998,17.049999,16.200001
23.579998,16.459999,15.88
23.69,16.74,15.86
24.069999,16.209999,15.99
23.969999,16.65,15.98
23.329998,16.09,15.44
23.019999,15.39,15.01
23.169999,16.57,15.05
23.079998,16.74,15.17
23.229998,16.879999,15.46
22.449999, 15.9,15.01
22.709999,16.219999,15.19
22.49,16.190001,14.99
22.369998,16.059999,15.07
21.959999,16.370001, 14.8
22.13,17.120001,15.22
21.769998,17.35,15.17
22.519998,17.67,15.41
22.68,17.84,15.44
22.84,16.67,15.54
23.419999,16.58,15.58
23.279998,16.610001,15.49
22.89,16.209999,15.38
23.259999,16.549999,15.59
 23.0, 16.4,15.24
23.019999,16.200001,15.31
23.879998,16.85,15.79
23.99,16.84,15.73
23.509999,16.629999,15.57
23.779998,16.66,15.81
24.629999,17.17,16.059999
24.839998,16.92,16.52
25.51,17.549999,16.530001
25.56,17.59,16.790001
25.439998,17.190001,16.530001
25.969999,17.25,16.32
26.279999,17.16,16.459999
26.789999,17.76,16.360001
26.979999, 18.1, 16.5
27.46,17.459999,16.559999
27.189999,17.25,16.440001
27.07,17.530001,16.34
27.049998,17.889999,16.030001
26.939999,17.290001,16.09
27.559998,17.34,16.32
27.449998,17.34,16.540001
27.279999,17.559999,16.559999
27.139999,17.629999,16.610001
26.97, 17.4,16.530001
26.57,17.219999,16.290001
27.37,17.48,16.51
27.27,17.049999,16.92
26.849998,17.16,16.870001
26.46,16.879999,17.35
26.549998,16.99,17.52
26.629999,17.299999,17.639999
26.639999,17.66,18.18
27.039999,17.879999,18.379999
26.979999,18.01,18.969999
26.329999,17.059999,18.17
26.32,16.98,18.389999
26.399998,17.040001,18.379999
26.289999, 16.6,17.450001
24.779999,16.67,17.719999
24.55,16.440001,17.639999
24.559999, 16.6,17.389999
23.769999,16.129999,16.92
23.99,16.16,16.75
24.24,16.65,16.969999
23.779998,15.71,16.530001
23.909999,15.54,16.950001
23.079998,14.75,16.32
22.659999, 14.5,16.49
22.269998, 14.2,15.92
21.48,13.96,15.29
22.33,14.56,16.33
22.38, 14.4,16.41
22.509999,14.68,16.469999
22.68,14.65,16.139999
22.249999,12.96,16.389999
22.509999,12.99,16.27
22.169998,12.56,16.030001
21.64,12.76,15.79
20.809998,12.46, 15.1
21.42,12.73,15.48
21.359999,12.36,15.54
21.59,12.69,15.31
21.38,12.75,15.45
21.909999, 13.5,15.69
21.409999,13.14,15.34
20.959999,12.58,15.02
21.249999,12.72,15.18
22.18, 12.7,15.43
21.99, 12.1, 15.0
21.549999, 11.5,14.94
21.69,11.18,14.79
21.78,10.91,14.69
22.28,11.35, 15.1
22.649999,11.61,15.29
22.209999,11.36,15.17
22.39,11.92,15.65
22.13,11.77,15.49
22.099999,12.22, 15.6
22.159999, 12.3,15.54
21.869998,12.01,15.21
21.559999,11.56,15.09
21.34,11.69,15.23
20.859998,11.11,14.83
20.949999,11.08,14.81
20.709998, 11.1,14.73
19.689999,10.48,14.04
19.61,10.21,13.84
19.639999,10.38,14.09
19.26,10.25,14.07
19.349999,10.14,14.13
19.81,10.63, 14.4
19.889999,10.31, 14.6
20.289999,10.35,14.89
20.22,10.54,14.94
21.009999,10.92,15.52
21.109999,11.03,15.37
21.03,10.72,15.37
20.089999,10.05, 14.9
20.399999,10.46, 15.1
20.789999,10.72, 15.2
20.17,10.37,13.91
20.939999,10.54,13.88
21.089999,10.36,13.99
21.139999,10.55,14.15
21.039999,10.46,13.95
21.039999,10.13,13.87
20.77, 9.13,13.76
20.909998, 9.19,13.88
21.459999, 9.18, 14.0
20.97, 8.94,13.94
21.099999, 9.32,14.18
21.07, 9.44,14.16
21.449999, 9.55,14.34
21.98, 9.64, 14.4
21.909999, 9.24,14.35
21.249999, 8.88,13.87
21.59, 8.96,13.85
21.499999, 9.39,13.83
22.049999, 9.15,13.79
22.349999, 9.27,13.94
22.74, 9.32,13.99
23.129998, 9.88,13.85
23.369999, 9.97,13.79
23.269999, 9.82,13.65
22.869999, 9.72, 13.4
23.159999, 9.92,13.26
22.73,  9.8,13.21
23.179998,10.12,13.43
23.129998, 9.64,13.18
23.229998, 9.33,13.11
24.029998,  9.4,13.37
24.059999, 9.57,13.51
24.129998,  9.9,13.62
23.529998, 9.99,13.53
24.569999,10.32,13.75
 24.3,10.18,13.65
 24.1,10.07,13.68
 24.3,10.64,13.73
24.25,10.54,13.63
24.19,10.56,14.27
 23.9,10.57,14.19
24.219999,10.55,13.89
24.65,10.71,13.86
24.739998,11.29,14.18
24.34,11.39,14.04
24.25,11.62,14.17
24.739998,12.26, 14.5
24.769999, 12.0,14.28
24.869999,11.97,14.39
24.989998,11.88,14.34
 24.4,11.68,14.17
24.459999,11.35,14.27
24.079998,11.24,14.28
24.589998,11.32,14.61
24.45,10.78,14.52
24.75, 10.7,14.23
24.61,10.86,14.49
24.29,10.81,14.41
24.45,11.02,14.43
24.869999,11.34,15.25
25.279999,11.16,15.93
25.679999,11.29,16.25
25.719999,11.36,15.93
25.529999,11.29,15.49
25.66,11.29, 15.8
27.199998,11.09,15.97
28.07, 11.8,16.309999
27.93,11.91, 16.4
28.749999,11.87,16.459999
29.28,12.04,16.42
29.719998,12.05, 16.4
29.859999,12.02,16.49
29.359999,12.04,16.15
30.069998,12.29,16.190001
30.109999,12.38,16.17
30.149999, 12.4,16.200001
30.869999,12.61,16.27
30.84,12.66,16.440001
30.529998,12.59,16.969999
30.929998,12.74,16.940001
30.79,12.61,16.799999
30.14,13.26,16.549999
30.059999, 13.1, 16.6
29.769998,12.71,16.24
30.14,12.92,16.15
30.569998,13.32,16.99
30.299999,13.75,16.57
30.64,13.76,16.559999
30.18,13.44,16.190001
31.209999,13.77,16.41
31.149999, 13.6,16.219999
30.23,13.75,16.379999
29.139999,13.61,15.82
29.259999,14.21,16.15
29.909999,14.38,16.33
29.609999,14.79,16.35
29.489999,14.51,16.33
29.999999,14.98,16.940001
30.149999,15.11,17.02
30.349999,14.86,16.950001
30.69,14.95,17.01
30.28,14.57,16.700001
30.749999,14.59,16.629999
30.19,14.27,16.450001
30.529998,14.29,16.51
29.819998,14.37,16.379999
29.58,14.31,16.280001
28.649999,14.87, 16.6
28.57,15.03,16.629999
28.32,14.92,16.719999
28.309998, 15.0,16.48
28.349999,14.94,16.43
28.359998,14.94,16.610001
28.13,14.99,16.76
27.829999, 15.4,16.629999
28.68,15.82,16.75
28.47,15.77,16.59
28.73,16.98,16.91
28.42,19.33,17.059999
27.699999,19.870001, 16.9
28.259998,20.629999, 16.6
28.359998,20.309999,16.58
28.83,23.35,16.65
28.709998,23.389999,16.75
29.18,23.59,16.809999
29.449999,23.040001, 16.5
29.099999,22.41,16.309999
30.779998,22.43,16.23
30.019998,22.219999,15.97
30.509999,24.73,16.09
30.909999,23.969999,16.02
31.059999,24.540001,15.57
30.959999,24.469999,16.200001
30.309999,23.76,15.83
30.359999,23.92,16.120001
31.64,24.469999,16.379999
31.879998,25.58,16.57
32.05, 25.1,16.690001
32.209999,25.67,16.790001
32.239998, 24.6,16.799999
32.639998,23.870001, 16.6
31.95,23.290001,16.43
34.489999,22.82,16.620001
34.51,23.469999,16.85
33.86,23.110001,16.889999
34.46,22.549999,17.200001
34.46,23.379999,17.76
34.689999,25.68,17.77
34.529999,25.629999,17.66
33.649998,23.209999,16.91
32.85,22.110001,16.58
33.089998,22.65,16.370001
33.629999,23.120001, 16.5
33.51,22.66, 16.4
32.289998,21.65, 16.1
32.679999,20.75,16.629999
32.929999,20.870001,16.860001
32.009999,20.76,17.08
 31.5,20.469999,16.700001
31.669999,19.549999,16.940001
31.329998,19.139999,17.65
31.079998,17.92,17.059999
30.919999,18.049999,17.42
30.769998,18.200001,17.309999
30.44,17.66,16.33
29.73,17.530001,15.91
29.949999,17.860001,15.86
30.469998,17.620001,16.030001
30.579998,17.76,16.290001
30.219998,17.450001,16.360001
30.669998,17.809999,16.129999
31.759999,19.23,16.83
 31.7,18.629999,16.959999
30.34,19.32,16.58
31.079998,19.17,16.75
31.629998,18.450001,16.74
31.04,18.459999,16.68
31.359999,18.200001,16.84
31.39,17.549999,16.870001
31.84,17.58,17.110001
31.85,17.459999,17.049999
31.529998, 18.1, 17.0
31.14,17.549999,16.77
31.19,17.32,16.59
30.699999,17.370001,16.360001
30.669998,17.76,16.639999
30.849999,18.51,16.690001
31.609999,18.709999,16.620001
31.149999,18.09,16.35
31.149999,18.02,16.120001
31.759999,18.57,16.870001
31.95,18.52,16.85
32.96,18.809999,17.110001
33.079999,19.299999,17.280001
34.029999,19.299999,17.26
33.999998,19.51,17.51
34.389999, 20.0,17.700001
33.639998,19.73,18.139999
33.539998,18.790001,17.92
33.01,18.65,18.200001
32.679999,18.66,18.43
32.719999,19.32,18.65
33.119999,19.75,18.559999
33.929999,19.780001,18.549999
33.31,19.870001,17.200001
33.579999, 20.5,17.17
33.569999,18.26,16.549999
32.369999,17.700001,15.81
32.65,17.629999, 16.0
32.879999,18.040001,15.96
 32.9,17.780001,16.35
32.479998,18.09,16.299999
31.629998,18.07,16.059999
30.819998,18.139999,16.139999
30.699999,18.360001,16.15
30.659999,18.82,15.98
30.679998, 19.5,16.02
31.169999,20.040001,16.549999
30.64,19.139999,15.85
31.279998,19.049999,16.02
30.299999,18.459999,15.68
29.559999,18.07,15.45
29.919998,18.059999,15.45
30.569998,17.57, 15.1
30.659999,17.370001,15.22
29.959999,17.120001, 15.2
29.859999, 17.0,15.16
29.759999,17.139999, 15.2
28.659998,16.77,14.81
28.47,16.190001,14.78
28.83,15.81, 14.7
28.82,15.62,14.99
29.78,15.96,15.35
29.349999,15.74,15.23
29.249999,16.209999,15.08
28.349999,15.74,14.89
28.709998,15.41,14.88
28.959998, 15.5,14.95
30.859999,15.74,14.89
32.269999,15.94,15.04
32.739998,16.15,15.45
32.639998,15.88,15.49
32.919999,15.67,15.72
33.329999,15.73,15.81
33.419999,15.43,15.61
32.91,14.89,15.05
32.259999,14.69,14.86
32.379998,14.66,14.91
32.189998,14.08,14.63
32.809999, 14.1,14.69
 32.7, 13.8,14.42
33.76,14.22,14.59
33.169999,14.04,13.48
33.439998, 14.7,13.59
33.499998, 15.0,13.98
33.799998,14.76,13.69
34.419999, 14.4,13.94
33.36,13.86,13.59
33.35,13.83, 13.5
32.75,13.83, 13.1
33.019999,14.57, 13.1
31.75,14.42,12.76
32.25,14.81,13.02
30.04, 13.4, 12.0
29.299999,12.95,11.74
26.949998,11.93,11.09
30.159999,12.93,12.09
29.149999,12.34,11.77
30.199999,13.41,12.86
30.529998,12.88,13.59
30.89,13.37,13.47
30.359999,12.99,13.48
30.249999,12.81,13.47
27.939999,11.94,12.96
27.16,11.73,12.92
27.36,11.94,12.84
28.92,13.23,13.35
29.049999,13.04,13.15
28.33,12.48,12.87
29.459999,13.01,12.74
30.49,13.36,13.68
30.949999,13.68,13.84
30.869999,13.31,13.61
30.39,13.28,13.35
29.409999,12.92,12.87
29.269998,13.18,12.91
29.749999,14.25,13.61
30.509999,14.18,14.44
28.459998,13.88,14.48
29.419998,14.21,14.26
29.399999,14.53,14.26
30.14,15.28,14.55
32.039998, 15.5,14.89
33.689998,15.46,14.97
 33.1,15.14,14.61
32.729999,14.75,14.36
32.239998,14.47,13.96
31.669999,13.51,13.99
32.079998,13.79,14.71
32.55,13.82,14.75
32.519999,13.84,14.54
31.64,13.42,14.19
30.669998,13.09,13.42
29.489999,12.51,13.17
28.109998,11.81,13.53
29.349999, 12.9,14.46
30.529998,13.36,15.92
31.44,13.89,15.65
31.069999,14.15,15.47
 32.3,14.78,15.84
32.829999,14.62,15.86
32.75,14.61,15.77
32.739998,15.46,15.93
33.689998,15.72,15.91
33.219999,14.94, 15.7
33.869999,15.48,15.47
33.179999,15.17,15.94
32.15,14.41,16.18
